,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,artist rank,play.count,play.count.th
1943,0.381,0.857,199440,0.8,0,2,0.0913,-4.035,1,0.0583,121.996,4,0.965,0,There's Nothing Holdin' Me Back,Shawn Mendes,5,850943667,850943.667
1953,0.0196,0.592,206880,0.752,0,1,0.0477,-6.589,1,0.114,74.784,4,0.73,0,Stitches,Shawn Mendes,5,990485060,990485.06
1420,4.82E-05,0.409,200677,0.992,2.03E-06,3,0.1,-2.803,0,0.108,149.859,4,0.339,0,Paranoia,A Day To Remember,4,50753940,50753.94
1421,0.124,0.521,176987,0.805,0.000219,9,0.33,-4.481,1,0.0289,141.967,4,0.549,0,Think A Little Less,Michael Ray,4,50916761,50916.761
1422,0.000891,0.481,189333,0.94,0,7,0.0939,-5.204,1,0.066,96.493,4,0.643,0,Absolutely (Story of a Girl) - Radio Mix,Nine Days,4,51075484,51075.484
1423,0.135,0.756,246893,0.415,0,8,0.144,-14.429,1,0.0555,96.99,4,0.662,1,No Sleep Till Brooklyn,Beastie Boys,4,51106165,51106.165
1424,0.135,0.777,237187,0.591,5.50E-05,1,0.126,-7.431,0,0.0327,124.111,4,0.848,1,Somebody's Watching Me,Rockwell,4,51315955,51315.955
1428,0.00767,0.541,308360,0.982,0.000765,2,0.291,-4.908,1,0.107,104.03,4,0.721,1,Elevate,St. Lucia,4,51742751,51742.751
1429,0.0058,0.686,267947,0.952,0.00333,9,0.283,-5.169,1,0.0458,104.889,4,0.641,0,MMMBop,Hanson,4,52022885,52022.885
1430,0.957,0.356,342373,0.0937,0.096,8,0.209,-16.64,0,0.0353,86.669,3,0.259,0,Goodbye Pork Pie Hat,Charles Mingus,4,52183985,52183.985
1431,0.0181,0.932,192773,0.819,6.81E-06,8,0.0577,-3.484,0,0.203,119.941,4,0.552,1,WTF (Where They From) [feat. Pharrell Williams],Missy Elliott,4,52718083,52718.083
1433,0.0585,0.552,283636,0.878,0.892,1,0.0746,-5.767,1,0.0353,176.057,4,0.603,1,Awake,Tycho,4,52908962,52908.962
1437,0.0136,0.523,214827,0.828,0.000255,1,0.165,-4.696,1,0.0762,96.952,4,0.473,0,Everywhere,Michelle Branch,4,53656249,53656.249
1438,0.27,0.67,254147,0.348,0,0,0.104,-12.229,1,0.138,113.306,5,0.81,0,Lost Without U,Robin Thicke,5,53972982,53972.982
1892,0.00373,0.862,263827,0.608,6.14E-06,7,0.0856,-4.762,1,0.0402,120.002,4,0.825,0,Blurred Lines,Robin Thicke,5,474985209,474985.209
1439,0.0159,0.591,185474,0.577,0,2,0.162,-6.107,1,0.0331,156.107,4,0.52,0,Man Enough Now,Chris Bandi,4,54013543,54013.543
1441,0.4,0.679,266867,0.657,0,5,0.0497,-9.897,1,0.0255,97.8,4,0.558,0,Hold On,Wilson Phillips,4,54428329,54428.329
1443,0.825,0.722,196507,0.605,0.0178,5,0.248,-6.07,1,0.153,165.998,4,0.69,1,Bam Bam,Sister Nancy,4,55042073,55042.073
1444,0.0475,0.606,228147,0.503,0,7,0.116,-6.678,0,0.155,80.04,4,0.325,1,GOT IT GOOD,KAYTRANADA,4,55172645,55172.645
1445,0.00131,0.417,263280,0.946,0,10,0.154,-4.056,0,0.0507,95.245,4,0.501,0,If You Could Only See,Tonic,4,55434999,55434.999
1446,0.0983,0.648,223800,0.833,0.001,11,0.127,-5.116,1,0.0543,108.001,4,0.301,0,Young And Menace,Fall Out Boy,5,55933904,55933.904
1579,0.000965,0.607,212040,0.889,0,9,0.0839,-4.034,1,0.0394,100.034,4,0.376,0,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,5,100614531,100614.531
1716,0.119,0.623,211573,0.956,0.000227,4,0.617,-2.608,0,0.0753,149.958,4,0.718,0,Uma Thurman,Fall Out Boy,5,182926758,182926.758
1717,0.00139,0.613,189387,0.874,1.82E-06,2,0.656,-3.594,1,0.0697,108.038,4,0.532,0,Immortals,Fall Out Boy,5,183341614,183341.614
1726,0.00494,0.616,180267,0.961,0,11,0.078,-3.144,0,0.139,114.492,4,0.531,0,"Dance, Dance",Fall Out Boy,5,190298469,190298.469
1811,0.0313,0.561,186827,0.927,2.34E-05,9,0.529,-4.374,0,0.0619,152.011,4,0.562,0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,5,295781035,295781.035
1818,0.00898,0.499,229093,0.824,0,7,0.163,-4.741,1,0.0794,161.977,4,0.692,0,"Sugar, We're Goin Down",Fall Out Boy,5,304337078,304337.078
1899,0.004,0.385,228360,0.866,0,4,0.111,-2.817,0,0.0697,176.014,4,0.548,0,Centuries,Fall Out Boy,5,495285835,495285.835
1447,0.0344,0.529,222075,0.955,4.55E-05,10,0.353,-2.59,0,0.0794,125.988,4,0.102,0,Chemicals - Radio Edit,TiМЗsto,4,55940943,55940.943
1451,0.00468,0.499,134200,0.873,0,6,0.165,-3.902,1,0.0386,142.726,4,0.869,0,Lump,The Presidents Of The United States Of America,4,58844172,58844.172
1454,0.076,0.741,257733,0.894,4.89E-05,2,0.0835,-5.648,1,0.069,111.969,4,0.31,1,Falling,HAIM,4,59066722,59066.722
1560,0.0127,0.547,245293,0.635,5.01E-06,2,0.0585,-5.569,1,0.137,113.678,4,0.496,1,The Wire,HAIM,4,92494225,92494.225
1455,0.211,0.627,245200,0.669,2.72E-06,0,0.111,-9.985,1,0.0412,94.029,4,0.5,0,You Gotta Be,Des'ree,4,59147877,59147.877
1456,0.611,0.597,172667,0.71,0,5,0.104,-9.798,1,0.0378,150.13,4,0.767,1,Do You Love Me,The Contours,4,59735067,59735.067
1458,0.0993,0.51,211227,0.904,0,6,0.173,-4.291,1,0.0357,150.004,4,0.542,0,For Her,Chris Lane,4,60479152,60479.152
1459,0.577,0.848,261933,0.465,0.0543,1,0.101,-9.029,0,0.0524,94.02,4,0.622,0,Moving On and Getting Over,John Mayer,4,60896751,60896.751
1460,0.00574,0.682,192000,0.812,0,1,0.0553,-2.691,0,0.118,104.891,4,0.347,0,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],Ed Sheeran,5,61248855,61248.855
1963,0.581,0.825,233713,0.652,0,1,0.0931,-3.183,0,0.0802,95.977,4,0.933,0,Shape of You,Ed Sheeran,5,2297274330,2297274.33
1463,0.0103,0.745,143214,0.822,4.20E-06,7,0.155,-6.354,1,0.252,86.733,5,0.374,1,Skepta Interlude,Drake,5,62364291,62364.291
1531,0.0472,0.849,217693,0.408,0,6,0.101,-8.67,0,0.284,99.876,4,0.337,1,Wu-Tang Forever,Drake,5,81791479,81791.479
1691,0.00157,0.79,217707,0.676,0,8,0.25,-6.432,0,0.271,132.002,4,0.314,1,Big Rings,Drake,5,165790812,165790.812
1705,0.0145,0.739,241400,0.472,7.27E-06,1,0.207,-11.204,1,0.156,80.03,4,0.308,1,Childs Play,Drake,5,177827422,177827.422
1748,0.219,0.427,257760,0.861,0,1,0.277,-4.874,1,0.376,161.776,4,0.581,0,Best I Ever Had,Drake,5,210346958,210346.958
1790,0.19,0.735,275840,0.41,0,11,0.341,-8.735,0,0.2,114.812,4,0.16,1,Know Yourself,Drake,5,257652362,257652.362
1793,0.369,0.662,236733,0.571,0.000197,6,0.0908,-7.382,0,0.106,152.009,4,0.442,1,Headlines,Drake,5,260693421,260693.421
1802,0.0425,0.79,173160,0.531,0,8,0.266,-6.968,1,0.197,86.306,4,0.498,1,Started From the Bottom,Drake,5,278164999,278164.999
1806,0.0431,0.697,277387,0.527,1.25E-05,0,0.0882,-10.438,0,0.211,121.849,4,0.289,0,Take Care,Drake,5,288001576,288001.576
1809,0.763,0.707,275227,0.709,0,11,0.274,-3.979,0,0.34,89.094,4,0.497,1,0 To 100 / The Catch Up,Drake,5,289910162,289910.162
1896,0.003,0.766,227027,0.453,3.49E-05,6,0.0923,-6.651,0,0.067,100.002,4,0.346,1,"Hold On, We're Going Home",Drake,5,487512789,487512.789
1912,0.0565,0.853,205879,0.547,0,1,0.341,-7.535,1,0.194,142.065,4,0.677,1,Jumpman,Drake,5,580257107,580257.107
1928,0.304,0.804,298941,0.459,0.0862,11,0.11,-11.556,1,0.039,111.963,4,0.372,0,Passionfruit,Drake,5,695549364,695549.364
1941,0.00257,0.896,267024,0.623,0.000258,2,0.039,-8.008,1,0.0571,134.962,4,0.564,1,Hotline Bling,Drake,5,834030318,834030.318
1464,0.000569,0.624,189613,0.673,1.54E-06,4,0.104,-4.017,0,0.0268,121.986,4,0.458,0,Carolina,Harry Styles,5,62481064,62481.064
1633,0.00064,0.375,176387,0.93,0,2,0.318,-2.631,1,0.0561,147.124,4,0.5,0,Kiwi,Harry Styles,5,120659375,120659.375
1906,0.0275,0.516,340707,0.595,0,5,0.109,-4.63,1,0.0313,119.972,4,0.209,0,Sign of the Times,Harry Styles,5,530427101,530427.101
1465,0.316,0.519,182720,0.829,0,5,0.0759,-5.121,0,0.0901,123.659,4,0.629,0,Show You Love,Kato,4,62493982,62493.982
1466,0.0151,0.706,299799,0.581,0,9,0.368,-6.492,1,0.055,134.009,4,0.463,1,U Mad,Vic Mensa,4,62547820,62547.82
1469,0.413,0.454,194707,0.521,0,7,0.119,-4.143,1,0.0285,72.28,4,0.231,0,Tattooed Heart,Ariana Grande,5,62785027,62785.027
1509,0.214,0.685,339733,0.607,0,11,0.345,-5.301,1,0.0431,125.011,4,0.463,0,Honeymoon Avenue,Ariana Grande,5,74169840,74169.84
1682,0.152,0.494,227928,0.542,0,6,0.101,-6.995,1,0.0277,81.34,4,0.246,0,"Beauty and the Beast - From ""Beauty and the Beast""",Ariana Grande,5,157372686,157372.686
1470,0.37,0.645,272453,0.836,0,2,0.125,-7.23,0,0.159,123.966,4,0.176,1,Hell Of A Night,ScHoolboy Q,5,62919194,62919.194
1663,0.0173,0.646,197132,0.778,0,1,0.0702,-7.44,0,0.103,127.813,4,0.173,1,Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q,5,141080941,141080.941
1664,0.0169,0.648,197800,0.862,0,1,0.0937,-4.527,0,0.0777,127.857,4,0.176,1,Hands On The Wheel,ScHoolboy Q,5,141266974,141266.974
1739,0.00539,0.749,216013,0.857,0,3,0.192,-5.24,1,0.0435,111.906,4,0.355,1,Man Of The Year,ScHoolboy Q,5,204063305,204063.305
1750,0.0233,0.824,299960,0.572,8.19E-06,11,0.208,-4.868,1,0.0652,153.977,4,0.669,1,Collard Greens,ScHoolboy Q,5,212390489,212390.489
1471,0.0102,0.533,208733,0.91,0,8,0.108,-3.087,1,0.0566,113.054,4,0.481,0,Yours If You Want It,Rascal Flatts,4,63187151,63187.151
1472,0.187,0.423,238200,0.502,0,2,0.108,-5.924,1,0.0293,135.858,4,0.0968,0,What A Beautiful Name,Hillsong Worship,4,63217299,63217.299
1474,0.139,0.845,256027,0.576,0,11,0.0764,-5.15,0,0.153,127.641,4,0.455,0,"Bills, Bills, Bills",Destiny's Child,5,63556291,63556.291
1601,0.362,0.73,221133,0.602,3.69E-06,6,0.169,-3.782,0,0.206,97.954,4,0.932,0,"Independent Women, Pt. I",Destiny's Child,5,110140270,110140.27
1645,0.00543,0.771,230200,0.685,0.00157,1,0.0537,-4.639,1,0.0567,88.997,4,0.683,0,"Jumpin', Jumpin'",Destiny's Child,5,127138368,127138.368
1730,0.0559,0.514,254027,0.911,0,1,0.775,-2.027,0,0.41,161.109,4,0.614,0,Survivor,Destiny's Child,5,194387927,194387.927
1832,0.273,0.713,271333,0.678,0,5,0.149,-3.525,0,0.102,138.009,4,0.738,0,Say My Name,Destiny's Child,5,332236806,332236.806
1476,0.051,0.712,214072,0.901,0,1,0.162,-4.699,0,0.0595,97.98,4,0.84,0,Al Filo de Tu Amor,Carlos Vives,5,63884457,63884.457
1867,0.206,0.746,227457,0.961,1.84E-06,0,0.329,-2.243,1,0.13,179.984,4,0.954,0,La Bicicleta,Carlos Vives,5,396760238,396760.238
1478,0.677,0.423,322933,0.655,0,2,0.317,-5.374,1,0.0812,103.72,4,0.298,0,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,4,64617261,64617.261
1479,0.141,0.5,256093,0.593,6.21E-06,1,0.0969,-4.34,1,0.0898,68.456,4,0.325,1,New Slaves,Kanye West,5,64775795,64775.795
1584,0.385,0.415,359800,0.681,0,2,0.101,-4.104,0,0.189,171.893,4,0.372,1,Blood On The Leaves,Kanye West,5,102678887,102678.887
1622,0.0648,0.855,310907,0.638,0,9,0.162,-4.968,0,0.143,122.967,4,0.433,1,All Day,Kanye West,5,116859464,116859.464
1640,0.134,0.359,229147,0.662,0,1,0.0907,-2.843,1,0.0466,152.096,4,0.296,1,Bound 2,Kanye West,5,125275793,125275.793
1674,0.00243,0.621,378893,0.683,0.00856,11,0.525,-5.619,0,0.242,124.283,5,0.0891,1,Monster,Kanye West,5,149020483,149020.483
1709,0.0855,0.737,332453,0.545,9.32E-05,6,0.153,-8.536,0,0.362,140.086,4,0.438,1,Mercy,Kanye West,5,179348220,179348.22
1798,0.142,0.714,135920,0.566,1.25E-06,7,0.57,-4.408,1,0.056,113.074,4,0.429,1,Father Stretch My Hands Pt. 1,Kanye West,5,270791153,270791.153
1817,0.000954,0.775,188013,0.823,0,1,0.144,-6.091,1,0.271,130.041,4,0.288,1,Black Skinhead,Kanye West,5,301127570,301127.57
1480,0.886,0.574,217053,0.324,0.0817,0,0.28,-10.993,1,0.0307,91.007,4,0.226,1,Open,Rhye,4,65438986,65438.986
1481,0.113,0.801,236493,0.822,0.00424,6,0.0877,-4.655,1,0.0831,176.048,4,0.938,0,Hula Hoop,Daddy Yankee,5,65700034,65700.034
1794,0.076,0.899,234320,0.626,0,6,0.0631,-4.228,0,0.292,88.007,4,0.871,0,Shaky Shaky,Daddy Yankee,5,261644168,261644.168
1835,0.116,0.685,204520,0.859,0,5,0.317,-2.595,0,0.0553,176.018,4,0.886,0,La Rompe Corazones,Daddy Yankee,5,341088160,341088.16
1482,0.147,0.85,261321,0.509,0,6,0.0759,-9.637,0,0.378,134.9,4,0.769,1,Type of Way,Rich Homie Quan,5,66020880,66020.88
1752,0.038,0.728,176675,0.62,0,2,0.342,-7.533,1,0.0434,81.998,4,0.904,1,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,5,216609901,216609.901
1483,0.775,0.758,216234,0.343,0,1,0.11,-9.044,0,0.0402,99.995,4,0.218,1,Childs Play (feat. Chance the Rapper),SZA,4,66168091,66168.091
1484,0.514,0.529,178507,0.645,0.00821,7,0.113,-8.158,1,0.0265,112.575,4,0.464,1,San Francisco (Be Sure to Wear Flowers In Your Hair) - Single Version,Scott McKenzie,4,66524482,66524.482
1486,0.0863,0.675,239933,0.553,7.58E-06,7,0.118,-7.775,1,0.0486,90.02,4,0.57,0,Meet Virginia,Train,4,67047302,67047.302
1487,0.371,0.837,245581,0.492,0.0401,0,0.102,-7.792,1,0.354,85.951,4,0.407,1,It's Strange (feat. K.Flay),Louis The Child,5,67281757,67281.757
1490,0.335,0.5,214507,0.622,0,9,0.327,-6.691,1,0.0329,83.886,4,0.293,0,If I Told You,Darius Rucker,4,68465416,68465.416
1491,0.436,0.862,198531,0.364,0,11,0.0688,-9.727,0,0.137,97.51,4,0.766,1,Red Nose,Sage The Gemini,5,69055689,69055.689
1636,0.025,0.854,207264,0.46,0,10,0.128,-9.71,0,0.14,97.512,4,0.492,1,Gas Pedal (feat. IamSu),Sage The Gemini,5,123564357,123564.357
1492,0.307,0.556,251253,0.517,0.00115,9,0.077,-8.769,1,0.0287,169.938,4,0.779,0,I Knew I Loved You,Savage Garden,5,69498943,69498.943
1710,0.43,0.566,279400,0.705,0,0,0.109,-7.569,1,0.0311,168.152,4,0.785,0,Truly Madly Deeply,Savage Garden,5,180517876,180517.876
1493,0.0109,0.599,212013,0.677,8.04E-06,0,0.0612,-4.722,0,0.035,81.021,4,0.458,0,Crush,David Archuleta,4,69526794,69526.794
1494,0.178,0.644,200613,0.842,0,8,0.0796,-4.787,1,0.0429,99.05,4,0.852,0,Popular Song,MIKA,4,69597477,69597.477
1495,0.166,0.766,181000,0.771,2.51E-06,8,0.105,-4.358,1,0.0483,113.946,4,0.655,0,Issues - Alan Walker Remix,Julia Michaels,5,69807709,69807.709
1934,0.416,0.704,176347,0.423,0,8,0.0607,-6.792,1,0.0862,113.962,4,0.45,0,Issues,Julia Michaels,5,733142501,733142.501
1497,0.31,0.596,232573,0.661,0,5,0.0847,-6.239,0,0.226,129.491,5,0.864,0,Where the Party At,Jagged Edge,4,70682536,70682.536
1499,0.189,0.67,276688,0.679,0,7,0.168,-5.618,1,0.118,172.069,4,0.794,0,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,4,71133166,71133.166
1501,0.01,0.553,154320,0.743,0,2,0.0812,-5.483,1,0.0368,149.962,4,0.574,0,More Girls Like You,Kip Moore,4,72080280,72080.28
1502,0.26,0.725,296693,0.487,1.09E-05,8,0.431,-5.959,0,0.0368,136.086,4,0.595,0,I Wanna Know,Joe,4,72551959,72551.959
1503,0.0299,0.604,203310,0.841,0.00382,1,0.136,-5.145,1,0.0423,138.976,4,0.585,0,Celeste,Ezra Vine,4,73023117,73023.117
1504,0.00434,0.555,177067,0.896,0,0,0.145,-3.295,1,0.0388,114.995,4,0.558,0,Flatliner (feat. Dierks Bentley),Cole Swindell,4,73052509,73052.509
1505,0.382,0.735,277975,0.555,0.856,1,0.0952,-8.84,0,0.0366,100.01,4,0.535,1,Finally Moving,Pretty Lights,4,73110260,73110.26
1506,0.114,0.483,219467,0.818,0,11,0.367,-7.666,1,0.0444,175.668,4,0.69,0,Inside Out,Eve 6,4,73679691,73679.691
1507,0.00107,0.507,215291,0.918,8.70E-06,2,0.311,-4.684,1,0.0701,92.006,4,0.275,0,Help,Papa Roach,4,73741318,73741.318
1508,0.15,0.516,210680,0.718,0.0163,5,0.167,-8.571,0,0.257,129.857,4,0.58,1,"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino,5,74054469,74054.469
1922,0.199,0.743,326933,0.359,0.00611,1,0.137,-10.401,1,0.0794,160.083,4,0.588,1,Redbone,Childish Gambino,5,648026483,648026.483
1510,0.231,0.589,194413,0.809,0,3,0.0719,-5.292,1,0.0376,88.965,4,0.464,0,Yeah Boy,Kelsea Ballerini,4,74626468,74626.468
1511,0.00281,0.446,204520,0.915,3.87E-05,9,0.218,-6.221,1,0.141,190.013,4,0.402,0,I Wanna Get Better,Bleachers,4,75225571,75225.571
1513,0.81,0.421,337733,0.0161,0.0021,2,0.0978,-25.358,0,0.0374,110.926,4,0.155,0,Blue in Green,Miles Davis,4,75662963,75662.963
1515,0.785,0.6,299711,0.413,0.0289,7,0.109,-9.572,1,0.0258,93.618,4,0.0768,1,Hunger Of The Pine,alt-J,4,76770997,76770.997
1516,0.000501,0.749,195107,0.745,0.00403,2,0.333,-10.625,1,0.164,101.972,4,0.461,0,Jump,Kris Kross,4,77387526,77387.526
1517,0.256,0.539,243773,0.658,0,0,0.286,-5.109,1,0.0295,136.357,3,0.494,0,Can I Have This Dance,High School Musical Cast,4,77535435,77535.435
1518,0.219,0.701,144333,0.261,0,0,0.0821,-19.846,1,0.0938,97.042,4,0.895,0,Blister in the Sun - 2002 Remastered Version,Violent Femmes,4,78220298,78220.298
1519,0.11,0.66,180480,0.867,0,6,0.0368,-4.285,0,0.116,93.033,4,0.376,0,Airplanes (feat. Hayley Williams of Paramore),B.o.B,4,78637382,78637.382
1520,0.0219,0.568,202439,0.69,2.30E-05,1,0.0815,-5.034,0,0.0431,130.12,4,0.044,0,Eyes Closed,Halsey,5,78910918,78910.918
1849,0.115,0.66,214802,0.575,1.59E-06,6,0.131,-4.934,0,0.0367,110.091,4,0.485,0,Now Or Never,Halsey,5,362101256,362101.256
1521,0.139,0.671,243493,0.727,0,7,0.123,-7.585,1,0.035,102.358,4,0.82,0,Fantasy,Mariah Carey,4,79050617,79050.617
1566,0.573,0.498,200400,0.467,0,1,0.103,-7.283,1,0.03,117.78,4,0.402,0,Against All Odds (Take a Look at Me Now),Mariah Carey,4,95208236,95208.236
1522,0.768,0.275,283872,0.216,0.897,5,0.0832,-13.818,1,0.0345,116.388,4,0.176,1,The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd,4,79259094,79259.094
1524,0.0549,0.53,187760,0.809,0,6,0.0741,-4.745,0,0.0388,82.022,4,0.703,0,The Weekend,Brantley Gilbert,4,79724700,79724.7
1529,0.364,0.507,180000,0.63,0.0127,4,0.293,-8.746,1,0.0355,130.141,4,0.559,1,Somebody to Love,Jefferson Airplane,4,81405452,81405.452
1569,0.351,0.561,155040,0.329,0.0311,2,0.116,-12.68,1,0.0282,105.029,4,0.297,1,White Rabbit,Jefferson Airplane,4,97799808,97799.808
1530,1.85E-05,0.55,238653,0.917,0.214,7,0.0333,-4.575,1,0.0378,109.552,3,0.247,0,The Devil's Bleeding Crown,Volbeat,4,81572185,81572.185
1532,0.0896,0.49,200992,0.811,0,1,0.0898,-2.524,0,0.044,125.965,4,0.564,0,Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,Tim Berg,4,81989427,81989.427
1533,0.656,0.78,149440,0.599,0,2,0.129,-10.251,1,0.0329,121.198,4,0.967,1,Please Mr. Postman,The Marvelettes,4,82766239,82766.239
1534,0.0296,0.6,270427,0.931,7.10E-05,7,0.392,-4.647,1,0.0734,140.123,4,0.527,0,"Girls, Girls, Girls",MМ¦tley CrМ_e,4,84245194,84245.194
1535,0.0212,0.604,187253,0.894,0,2,0.0299,-5,1,0.037,145.014,4,0.893,1,Junk of the Heart (Happy),The Kooks,4,84414816,84414.816
1536,0.0289,0.93,204992,0.483,0.00244,3,0.103,-9.925,1,0.0411,120.022,4,0.577,1,No Eyes (Radio Edit),Claptone,4,84606638,84606.638
1538,0.00728,0.741,221983,0.559,0.000971,10,0.21,-7.775,1,0.03,101.999,4,0.441,0,Obsession (feat. Jon Bellion),Vice,4,85746296,85746.296
1539,0.25,0.58,235173,0.575,1.83E-05,3,0.0813,-7.72,1,0.0231,92.934,4,0.372,0,Mmm Mmm Mmm Mmm,Crash Test Dummies,4,86190372,86190.372
1540,0.214,0.638,196422,0.634,0,6,0.0866,-6.474,1,0.0468,92.097,4,0.445,0,I Could Use a Love Song,Maren Morris,4,86273832,86273.832
1541,0.27,0.663,211160,0.656,0.000279,1,0.117,-6.548,1,0.0413,120.037,4,0.555,0,Black,Dierks Bentley,4,86666553,86666.553
1543,0.429,0.551,141493,0.952,0.000686,7,0.0721,-4.886,1,0.0944,136.958,4,0.628,1,All Day And All Of The Night,The Kinks,4,87692047,87692.047
1544,0.0637,0.742,304880,0.912,0,6,0.599,-1.188,0,0.13,137.975,4,0.562,1,Pop That,French Montana,5,87749068,87749.068
1955,0.0293,0.726,233833,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.75,0,Unforgettable,French Montana,5,1063709732,1063709.732
1545,0.106,0.677,152333,0.437,0,4,0.0897,-7.413,1,0.0322,108.054,4,0.455,0,"When Will My Life Begin - From ""Tangled""/Soundtrack Version",Mandy Moore,5,87972147,87972.147
1592,0.845,0.24,224240,0.16,0,5,0.0842,-14.213,1,0.0301,92.742,4,0.199,0,"I See the Light - From ""Tangled""/Soundtrack Version",Mandy Moore,5,104406188,104406.188
1549,0.456,0.514,215613,0.453,0.000181,6,0.178,-7.062,1,0.0267,75.548,4,0.532,1,Coming Home,Leon Bridges,5,89018302,89018.302
1657,0.689,0.658,238560,0.179,0,8,0.17,-10.866,1,0.0448,128.128,4,0.197,1,River,Leon Bridges,5,138375559,138375.559
1551,0.0159,0.588,269267,0.596,0,1,0.0898,-4.994,1,0.0556,130.346,4,0.0602,1,Bugatti,Ace Hood,4,89610904,89610.904
1552,0.208,0.501,192000,0.836,0,11,0.152,-3.587,0,0.0491,159.863,4,0.627,0,How Not To,Dan + Shay,4,89856212,89856.212
1555,0.422,0.927,249382,0.721,4.36E-05,8,0.0422,-12.561,1,0.0908,103.018,4,0.966,0,Macarena,Los Del Rio,4,91092388,91092.388
1556,0.117,0.634,331240,0.528,2.26E-06,1,0.0565,-8.834,1,0.0309,128,4,0.187,0,All My Life,K-Ci & JoJo,4,91637234,91637.234
1557,0.0134,0.405,592920,0.647,7.62E-05,5,0.819,-6.109,0,0.0482,131.952,4,0.204,1,Pyramids,Frank Ocean,4,91766533,91766.533
1558,0.00426,0.646,283067,0.629,0.277,8,0.122,-10.775,0,0.0427,109.013,4,0.176,1,Loud Places,Jamie xx,5,91888789,91888.789
1588,0.12,0.532,213622,0.596,0,11,0.504,-9.912,0,0.187,119.296,5,0.486,1,I Know There's Gonna Be (Good Times),Jamie xx,5,103284221,103284.221
1559,0.315,0.794,236280,0.82,0,11,0.531,-5.214,1,0.152,140.042,4,0.821,1,Fashion Killa,A$AP Rocky,5,92264071,92264.071
1761,0.193,0.598,238307,0.252,0.138,2,0.0992,-15.086,1,0.0647,120.06,4,0.0359,1,L$D,A$AP Rocky,5,224624433,224624.433
1873,0.0208,0.869,233787,0.687,1.00E-06,1,0.114,-6.816,1,0.263,96.006,4,0.668,1,F**kin' Problems,A$AP Rocky,5,418152562,418152.562
1561,0.279,0.655,178840,0.785,0,8,0.116,-4.022,1,0.0697,171.969,4,0.931,0,No Such Thing as a Broken Heart,Old Dominion,4,92781638,92781.638
1565,0.00643,0.585,216760,0.757,0,4,0.741,-5.424,1,0.0302,109.781,4,0.615,0,She Hates Me,Puddle Of Mudd,4,94961364,94961.364
1567,0.197,0.794,281773,0.891,9.04E-05,1,0.136,-6.918,1,0.0439,104.315,4,0.813,0,Ain't Nobody,Chaka Khan,4,96496791,96496.791
1570,0.17,0.43,154414,0.436,0,8,0.128,-4.816,1,0.119,90.053,4,0.22,1,Holdin On,Flume,5,98099900,98099.9
1571,0.363,0.622,195467,0.692,0.000158,7,0.193,-6.97,1,0.0276,112.053,4,0.758,0,Last Kiss,Pearl Jam,5,98246531,98246.531
1574,0.0869,0.49,246853,0.894,0,11,0.103,-1.708,0,0.0947,197.989,4,0.656,0,QuМ© Gano OlvidМБndote - VersiМ_n Urbana,Reik,5,99673988,99673.988
1725,0.234,0.768,219227,0.742,0,9,0.14,-6.308,1,0.0443,114.679,5,0.8,0,Ya Me EnterМ© (feat. Nicky Jam) - Urban Version,Reik,5,189783038,189783.038
1578,0.342,0.53,259040,0.445,4.28E-06,10,0.0423,-10.907,1,0.0318,77.092,4,0.495,0,The Lady In Red,Chris de Burgh,5,100587686,100587.686
1580,0.00216,0.659,216454,0.9,0,4,0.111,-4.856,1,0.0317,118.04,4,0.882,0,She's Kinda Hot,5 Seconds of Summer,5,100823541,100823.541
1762,0.000668,0.493,202496,0.956,0,1,0.416,-4.221,0,0.138,160.006,4,0.467,0,She Looks So Perfect,5 Seconds of Summer,5,224941801,224941.801
1581,0.0304,0.681,184040,0.845,0,11,0.197,-5.147,0,0.0525,132.023,4,0.761,0,The Fighter,Keith Urban,5,100974580,100974.58
1582,0.0453,0.806,218280,0.696,5.71E-06,11,0.0785,-5.109,1,0.0502,127.023,4,0.131,1,Alright,Logic,5,102498205,102498.205
1942,0.56,0.622,250200,0.593,0,5,0.175,-7.755,0,0.0414,100.048,4,0.361,0,1-800-273-8255,Logic,5,843854491,843854.491
1583,0.0765,0.54,231107,0.661,0,3,0.125,-5.534,0,0.0381,90.012,4,0.509,0,Follow You,Bring Me The Horizon,5,102528619,102528.619
1586,0.0235,0.667,172893,0.648,1.52E-05,3,0.0427,-6.398,0,0.0626,95.031,4,0.585,0,TG4M,Zara Larsson,5,102839250,102839.25
1686,0.784,0.485,180640,0.332,0.000122,4,0.146,-9.244,1,0.0338,130.813,4,0.255,0,I Can't Fall in Love Without You,Zara Larsson,5,162507876,162507.876
